"Year","DHB","Population","Month","Count","PopulationInterpolated"
2010,"South Canterbury",56200,"July",8,56200
2011,"South Canterbury",56700,"July",5,56700
2012,"South Canterbury",57100,"July",4,57100
2013,"South Canterbury",57600,"July",13,57600
2014,"South Canterbury",58100,"July",3,58100
1997,"Northland",NA,"July",5,NA
1998,"Northland",NA,"July",22,NA
1999,"Northland",NA,"July",6,NA
2000,"Northland",NA,"July",20,NA
2001,"Northland",NA,"July",17,NA
2002,"Northland",NA,"July",21,NA
2003,"Northland",NA,"July",16,NA
2004,"Northland",NA,"July",27,NA
2005,"Northland",NA,"July",14,NA
2006,"Northland",152700,"July",31,152700
2007,"Northland",154600,"July",34,154600
2008,"Northland",156300,"July",12,156300
2009,"Northland",158200,"July",13,158200
2010,"Northland",160600,"July",13,160600
2011,"Northland",162500,"July",15,162500
2012,"Northland",163500,"July",15,163500
2013,"Northland",164700,"July",12,164700
2014,"Northland",166000,"July",18,166000
1997,"Waitemata",NA,"July",71,NA
1998,"Waitemata",NA,"July",115,NA
1999,"Waitemata",NA,"July",77,NA
2000,"Waitemata",NA,"July",51,NA
2001,"Waitemata",NA,"July",74,NA
2002,"Waitemata",NA,"July",161,NA
2003,"Waitemata",NA,"July",148,NA
2004,"Waitemata",NA,"July",97,NA
2005,"Waitemata",NA,"July",121,NA
2006,"Waitemata",504700,"July",159,504700
2007,"Waitemata",511700,"July",110,511700
2008,"Waitemata",517400,"July",39,517400
2009,"Waitemata",523600,"July",52,523600
2010,"Waitemata",530700,"July",58,530700
2011,"Waitemata",538500,"July",52,538500
2012,"Waitemata",545400,"July",43,545400
2013,"Waitemata",552800,"July",72,552800
2014,"Waitemata",562600,"July",49,562600
1997,"Southern",NA,"July",27,NA
1998,"Southern",NA,"July",33,NA
1999,"Southern",NA,"July",24,NA
2000,"Southern",NA,"July",34,NA
2001,"Southern",NA,"July",12,NA
2002,"Southern",NA,"July",88,NA
2003,"Southern",NA,"July",41,NA
2004,"Southern",NA,"July",72,NA
2005,"Southern",NA,"July",63,NA
2006,"Southern",294600,"July",65,294600
2007,"Southern",295700,"July",61,295700
2008,"Southern",297000,"July",24,297000
2009,"Southern",298700,"July",6,298700
2010,"Southern",301000,"July",27,301000
2011,"Southern",303900,"July",33,303900
2012,"Southern",304900,"July",27,304900
2013,"Southern",306400,"July",25,306400
2014,"Southern",309900,"July",24,309900
1997,"Auckland",NA,"July",52,NA
1998,"Auckland",NA,"July",91,NA
1999,"Auckland",NA,"July",98,NA
2000,"Auckland",NA,"July",61,NA
2001,"Auckland",NA,"July",62,NA
2002,"Auckland",NA,"July",151,NA
2003,"Auckland",NA,"July",145,NA
2004,"Auckland",NA,"July",123,NA
2005,"Auckland",NA,"July",99,NA
2006,"Auckland",428300,"July",148,428300
2007,"Auckland",432200,"July",93,432200
2008,"Auckland",436000,"July",42,436000
2009,"Auckland",441000,"July",61,441000
2010,"Auckland",445900,"July",49,445900
2011,"Auckland",451700,"July",38,451700
2012,"Auckland",456000,"July",32,456000
2013,"Auckland",460500,"July",50,460500
2014,"Auckland",471900,"July",45,471900
1997,"Counties Manukau",NA,"July",46,NA
1998,"Counties Manukau",NA,"July",76,NA
1999,"Counties Manukau",NA,"July",70,NA
2000,"Counties Manukau",NA,"July",34,NA
2001,"Counties Manukau",NA,"July",44,NA
2002,"Counties Manukau",NA,"July",105,NA
2003,"Counties Manukau",NA,"July",102,NA
2004,"Counties Manukau",NA,"July",68,NA
2005,"Counties Manukau",NA,"July",77,NA
2006,"Counties Manukau",454800,"July",118,454800
2007,"Counties Manukau",461600,"July",82,461600
2008,"Counties Manukau",467400,"July",32,467400
2009,"Counties Manukau",472900,"July",42,472900
2010,"Counties Manukau",478900,"July",35,478900
2011,"Counties Manukau",485600,"July",46,485600
2012,"Counties Manukau",491500,"July",30,491500
2013,"Counties Manukau",496300,"July",41,496300
2014,"Counties Manukau",509200,"July",16,509200
1997,"Waikato",NA,"July",68,NA
1998,"Waikato",NA,"July",85,NA
1999,"Waikato",NA,"July",54,NA
2000,"Waikato",NA,"July",53,NA
2001,"Waikato",NA,"July",42,NA
2002,"Waikato",NA,"July",86,NA
2003,"Waikato",NA,"July",108,NA
2004,"Waikato",NA,"July",79,NA
2005,"Waikato",NA,"July",57,NA
2006,"Waikato",350200,"July",75,350200
2007,"Waikato",353800,"July",71,353800
2008,"Waikato",357500,"July",38,357500
2009,"Waikato",362000,"July",31,362000
2010,"Waikato",366800,"July",34,366800
2011,"Waikato",371300,"July",44,371300
2012,"Waikato",374800,"July",37,374800
2013,"Waikato",377900,"July",47,377900
2014,"Waikato",383500,"July",49,383500
1997,"Lakes",NA,"July",6,NA
1998,"Lakes",NA,"July",15,NA
1999,"Lakes",NA,"July",7,NA
2000,"Lakes",NA,"July",6,NA
2001,"Lakes",NA,"July",12,NA
2002,"Lakes",NA,"July",16,NA
2003,"Lakes",NA,"July",28,NA
2004,"Lakes",NA,"July",19,NA
2005,"Lakes",NA,"July",26,NA
2006,"Lakes",101500,"July",23,101500
2007,"Lakes",101400,"July",22,101400
2008,"Lakes",101500,"July",9,101500
2009,"Lakes",101800,"July",12,101800
2010,"Lakes",102600,"July",6,102600
2011,"Lakes",103100,"July",8,103100
2012,"Lakes",103300,"July",3,103300
2013,"Lakes",103200,"July",8,103200
2014,"Lakes",103600,"July",19,103600
1997,"Bay of Plenty",NA,"July",7,NA
1998,"Bay of Plenty",NA,"July",28,NA
1999,"Bay of Plenty",NA,"July",17,NA
2000,"Bay of Plenty",NA,"July",11,NA
2001,"Bay of Plenty",NA,"July",33,NA
2002,"Bay of Plenty",NA,"July",31,NA
2003,"Bay of Plenty",NA,"July",36,NA
2004,"Bay of Plenty",NA,"July",30,NA
2005,"Bay of Plenty",NA,"July",33,NA
2006,"Bay of Plenty",200800,"July",35,200800
2007,"Bay of Plenty",203600,"July",34,203600
2008,"Bay of Plenty",205900,"July",16,205900
2009,"Bay of Plenty",208400,"July",18,208400
2010,"Bay of Plenty",211000,"July",16,211000
2011,"Bay of Plenty",213200,"July",14,213200
2012,"Bay of Plenty",213900,"July",12,213900
2013,"Bay of Plenty",215000,"July",23,215000
2014,"Bay of Plenty",217400,"July",15,217400
1997,"Tairawhiti",NA,"July",2,NA
1998,"Tairawhiti",NA,"July",6,NA
1999,"Tairawhiti",NA,"July",6,NA
2000,"Tairawhiti",NA,"July",2,NA
2001,"Tairawhiti",NA,"July",3,NA
2002,"Tairawhiti",NA,"July",6,NA
2003,"Tairawhiti",NA,"July",16,NA
2004,"Tairawhiti",NA,"July",6,NA
2005,"Tairawhiti",NA,"July",4,NA
2006,"Tairawhiti",45900,"July",9,45900
2007,"Tairawhiti",45900,"July",0,45900
2008,"Tairawhiti",46000,"July",5,46000
2009,"Tairawhiti",46300,"July",0,46300
2010,"Tairawhiti",46700,"July",5,46700
2011,"Tairawhiti",46800,"July",6,46800
2012,"Tairawhiti",47000,"July",0,47000
2013,"Tairawhiti",47000,"July",8,47000
2014,"Tairawhiti",47100,"July",8,47100
1997,"Taranaki",NA,"July",14,NA
1998,"Taranaki",NA,"July",20,NA
1999,"Taranaki",NA,"July",9,NA
2000,"Taranaki",NA,"July",5,NA
2001,"Taranaki",NA,"July",15,NA
2002,"Taranaki",NA,"July",15,NA
2003,"Taranaki",NA,"July",25,NA
2004,"Taranaki",NA,"July",24,NA
2005,"Taranaki",NA,"July",31,NA
2006,"Taranaki",107400,"July",26,107400
2007,"Taranaki",107700,"July",22,107700
2008,"Taranaki",108400,"July",16,108400
2009,"Taranaki",109500,"July",8,109500
2010,"Taranaki",110800,"July",8,110800
2011,"Taranaki",112000,"July",11,112000
2012,"Taranaki",112900,"July",15,112900
2013,"Taranaki",113800,"July",13,113800
2014,"Taranaki",115000,"July",8,115000
1997,"Hawke's Bay",NA,"July",24,NA
1998,"Hawke's Bay",NA,"July",52,NA
1999,"Hawke's Bay",NA,"July",22,NA
2000,"Hawke's Bay",NA,"July",37,NA
2001,"Hawke's Bay",NA,"July",31,NA
2002,"Hawke's Bay",NA,"July",38,NA
2003,"Hawke's Bay",NA,"July",35,NA
2004,"Hawke's Bay",NA,"July",38,NA
2005,"Hawke's Bay",NA,"July",41,NA
2006,"Hawke's Bay",152600,"July",43,152600
2007,"Hawke's Bay",153400,"July",50,153400
2008,"Hawke's Bay",154000,"July",25,154000
2009,"Hawke's Bay",155000,"July",42,155000
2010,"Hawke's Bay",156800,"July",28,156800
2011,"Hawke's Bay",157800,"July",30,157800
2012,"Hawke's Bay",158000,"July",12,158000
2013,"Hawke's Bay",158500,"July",23,158500
2014,"Hawke's Bay",159400,"July",18,159400
2015,"Northland",168300,"July",24,168300
2015,"Waitemata",575600,"July",60,575600
2015,"Auckland",490000,"July",39,490000
2015,"Counties Manukau",521700,"July",36,521700
2015,"Waikato",390600,"July",42,390600
2015,"Lakes",104800,"July",5,104800
2015,"Bay of Plenty",221500,"July",12,221500
2015,"Tairawhiti",47400,"July",5,47400
2015,"Taranaki",115900,"July",12,115900
2015,"Hawke's Bay",160500,"July",16,160500
2015,"Whanganui",62600,"July",5,62600
2015,"MidCentral",172100,"July",12,172100
2015,"Hutt Valley",144000,"July",21,144000
2015,"Capital and Coast",301100,"July",36,301100
2015,"Wairarapa",43200,"July",5,43200
2015,"Nelson Marlborough",144800,"July",13,144800
2015,"West Coast",32700,"July",5,32700
2015,"Canterbury",526100,"July",41,526100
2015,"South Canterbury",58600,"July",6,58600
2015,"Southern",314000,"July",25,314000
1997,"Hawke's Bay",NA,"August",19,NA
1998,"Hawke's Bay",NA,"August",52,NA
1999,"Hawke's Bay",NA,"August",16,NA
2000,"Hawke's Bay",NA,"August",21,NA
2001,"Hawke's Bay",NA,"August",26,NA
2002,"Hawke's Bay",NA,"August",55,NA
2003,"Hawke's Bay",NA,"August",80,NA
2004,"Hawke's Bay",NA,"August",29,NA
2005,"Hawke's Bay",NA,"August",36,NA
2006,"Hawke's Bay",152600,"August",47,152688
2007,"Hawke's Bay",153400,"August",25,153450
2008,"Hawke's Bay",154000,"August",32,154056
2009,"Hawke's Bay",155000,"August",23,155132
2010,"Hawke's Bay",156800,"August",26,156929
2011,"Hawke's Bay",157800,"August",28,157833
2012,"Hawke's Bay",158000,"August",28,158021
2013,"Hawke's Bay",158500,"August",36,158563
2014,"Hawke's Bay",159400,"August",26,159487
2015,"Hawke's Bay",160500,"August",21,160594
1997,"Whanganui",NA,"August",8,NA
1998,"Whanganui",NA,"August",13,NA
1999,"Whanganui",NA,"August",12,NA
2000,"Whanganui",NA,"August",3,NA
2001,"Whanganui",NA,"August",14,NA
2002,"Whanganui",NA,"August",17,NA
2003,"Whanganui",NA,"August",22,NA
2004,"Whanganui",NA,"August",12,NA
2005,"Whanganui",NA,"August",15,NA
2006,"Whanganui",64000,"August",20,63951
2007,"Whanganui",63500,"August",13,63467
2008,"Whanganui",63200,"August",7,63185
2009,"Whanganui",63100,"August",11,63097
2010,"Whanganui",63100,"August",6,63104
2011,"Whanganui",63000,"August",7,62960
2012,"Whanganui",62400,"August",4,62370
2013,"Whanganui",62300,"August",12,62294
2014,"Whanganui",62200,"August",9,62204
1997,"MidCentral",NA,"August",11,NA
1998,"MidCentral",NA,"August",28,NA
1999,"MidCentral",NA,"August",21,NA
2000,"MidCentral",NA,"August",12,NA
2001,"MidCentral",NA,"August",16,NA
2002,"MidCentral",NA,"August",21,NA
2003,"MidCentral",NA,"August",28,NA
2004,"MidCentral",NA,"August",20,NA
2005,"MidCentral",NA,"August",30,NA
2006,"MidCentral",164000,"August",30,164006
2007,"MidCentral",164100,"August",19,164115
2008,"MidCentral",164500,"August",44,164564
2009,"MidCentral",165500,"August",20,165591
2010,"MidCentral",166600,"August",20,166701
2011,"MidCentral",167800,"August",26,167884
2012,"MidCentral",168500,"August",14,168528
2013,"MidCentral",168900,"August",19,168974
2014,"MidCentral",170300,"August",28,170448
1997,"Hutt Valley",NA,"August",24,NA
1998,"Hutt Valley",NA,"August",42,NA
1999,"Hutt Valley",NA,"August",34,NA
2000,"Hutt Valley",NA,"August",11,NA
2001,"Hutt Valley",NA,"August",31,NA
2002,"Hutt Valley",NA,"August",27,NA
2003,"Hutt Valley",NA,"August",73,NA
2004,"Hutt Valley",NA,"August",24,NA
2005,"Hutt Valley",NA,"August",58,NA
2006,"Hutt Valley",140900,"August",52,140971
2007,"Hutt Valley",141200,"August",33,141187
2008,"Hutt Valley",141100,"August",25,141123
2009,"Hutt Valley",141700,"August",35,141761
2010,"Hutt Valley",142400,"August",16,142460
2011,"Hutt Valley",142900,"August",26,142895
2012,"Hutt Valley",142500,"August",2,142466
2013,"Hutt Valley",142500,"August",12,142549
2014,"Hutt Valley",143400,"August",12,143481
1997,"Capital and Coast",NA,"August",63,NA
1998,"Capital and Coast",NA,"August",78,NA
1999,"Capital and Coast",NA,"August",92,NA
2000,"Capital and Coast",NA,"August",38,NA
2001,"Capital and Coast",NA,"August",65,NA
2002,"Capital and Coast",NA,"August",91,NA
2003,"Capital and Coast",NA,"August",138,NA
2004,"Capital and Coast",NA,"August",53,NA
2005,"Capital and Coast",NA,"August",121,NA
2006,"Capital and Coast",278000,"August",108,278266
2007,"Capital and Coast",280500,"August",83,280660
2008,"Capital and Coast",282500,"August",43,282710
2009,"Capital and Coast",285300,"August",61,285516
2010,"Capital and Coast",287700,"August",45,287916
2011,"Capital and Coast",290400,"August",75,290598
2012,"Capital and Coast",292200,"August",20,292296
2013,"Capital and Coast",293500,"August",42,293682
2014,"Capital and Coast",296700,"August",48,297038
1997,"Wairarapa",NA,"August",4,NA
1998,"Wairarapa",NA,"August",6,NA
1999,"Wairarapa",NA,"August",7,NA
2000,"Wairarapa",NA,"August",9,NA
2001,"Wairarapa",NA,"August",7,NA
2002,"Wairarapa",NA,"August",9,NA
2003,"Wairarapa",NA,"August",15,NA
2004,"Wairarapa",NA,"August",8,NA
2005,"Wairarapa",NA,"August",7,NA
2006,"Wairarapa",39600,"August",9,39603
2007,"Wairarapa",39800,"August",6,39830
2008,"Wairarapa",40200,"August",4,40232
2009,"Wairarapa",40600,"August",1,40642
2010,"Wairarapa",41200,"August",5,41256
2011,"Wairarapa",41800,"August",9,41836
2012,"Wairarapa",42100,"August",2,42121
2013,"Wairarapa",42400,"August",6,42430
2014,"Wairarapa",42800,"August",5,42835
1997,"Nelson Marlborough",NA,"August",4,NA
1998,"Nelson Marlborough",NA,"August",6,NA
1999,"Nelson Marlborough",NA,"August",14,NA
2000,"Nelson Marlborough",NA,"August",3,NA
2001,"Nelson Marlborough",NA,"August",13,NA
2002,"Nelson Marlborough",NA,"August",15,NA
2003,"Nelson Marlborough",NA,"August",23,NA
2004,"Nelson Marlborough",NA,"August",16,NA
2005,"Nelson Marlborough",NA,"August",40,NA
2006,"Nelson Marlborough",133600,"August",20,133670
2007,"Nelson Marlborough",134600,"August",25,134696
2008,"Nelson Marlborough",135800,"August",17,135900
2009,"Nelson Marlborough",137000,"August",7,137104
2010,"Nelson Marlborough",138500,"August",24,138667
2011,"Nelson Marlborough",140500,"August",11,140614
2012,"Nelson Marlborough",141300,"August",10,141353
2013,"Nelson Marlborough",142100,"August",7,142174
2014,"Nelson Marlborough",143100,"August",13,143206
1997,"West Coast",NA,"August",1,NA
1998,"West Coast",NA,"August",4,NA
1999,"West Coast",NA,"August",1,NA
2000,"West Coast",NA,"August",1,NA
2001,"West Coast",NA,"August",6,NA
2002,"West Coast",NA,"August",13,NA
2003,"West Coast",NA,"August",7,NA
2004,"West Coast",NA,"August",0,NA
2005,"West Coast",NA,"August",8,NA
2006,"West Coast",32100,"August",3,32130
2007,"West Coast",32300,"August",6,32306
2008,"West Coast",32400,"August",4,32421
2009,"West Coast",32700,"August",3,32714
2010,"West Coast",32800,"August",4,32819
2011,"West Coast",33100,"August",4,33114
2012,"West Coast",33100,"August",7,33093
2013,"West Coast",33000,"August",2,32986
2014,"West Coast",32800,"August",4,32784
1997,"Canterbury",NA,"August",30,NA
1998,"Canterbury",NA,"August",86,NA
1999,"Canterbury",NA,"August",90,NA
2000,"Canterbury",NA,"August",61,NA
2001,"Canterbury",NA,"August",53,NA
2002,"Canterbury",NA,"August",85,NA
2003,"Canterbury",NA,"August",200,NA
2004,"Canterbury",NA,"August",73,NA
2005,"Canterbury",NA,"August",178,NA
2006,"Canterbury",483400,"August",99,484043
2007,"Canterbury",490500,"August",70,491049
2008,"Canterbury",496700,"August",49,497167
2009,"Canterbury",503200,"August",27,503962
2010,"Canterbury",509900,"August",71,509678
2011,"Canterbury",500900,"August",77,500136
2012,"Canterbury",497200,"August",95,497417
2013,"Canterbury",503700,"August",51,504505
2014,"Canterbury",514500,"August",39,515477
1997,"South Canterbury",NA,"August",6,NA
1998,"South Canterbury",NA,"August",7,NA
1999,"South Canterbury",NA,"August",16,NA
2000,"South Canterbury",NA,"August",12,NA
2001,"South Canterbury",NA,"August",13,NA
2002,"South Canterbury",NA,"August",16,NA
2003,"South Canterbury",NA,"August",13,NA
2004,"South Canterbury",NA,"August",15,NA
2005,"South Canterbury",NA,"August",23,NA
2006,"South Canterbury",55100,"August",19,55119
2007,"South Canterbury",55300,"August",12,55315
2008,"South Canterbury",55500,"August",16,55521
2009,"South Canterbury",55800,"August",4,55829
2010,"South Canterbury",56200,"August",7,56240
2011,"South Canterbury",56700,"August",8,56736
2012,"South Canterbury",57100,"August",18,57137
2013,"South Canterbury",57600,"August",14,57643
2014,"South Canterbury",58100,"August",1,58141
1997,"Northland",NA,"August",9,NA
1998,"Northland",NA,"August",18,NA
1999,"Northland",NA,"August",20,NA
2000,"Northland",NA,"August",14,NA
2001,"Northland",NA,"August",33,NA
2002,"Northland",NA,"August",31,NA
2003,"Northland",NA,"August",34,NA
2004,"Northland",NA,"August",28,NA
2005,"Northland",NA,"August",19,NA
2006,"Northland",152700,"August",36,152875
2007,"Northland",154600,"August",34,154744
2008,"Northland",156300,"August",26,156443
2009,"Northland",158200,"August",38,158387
2010,"Northland",160600,"August",24,160793
2011,"Northland",162500,"August",19,162607
2012,"Northland",163500,"August",27,163587
2013,"Northland",164700,"August",35,164801
2014,"Northland",166000,"August",21,166138
1997,"Waitemata",NA,"August",47,NA
1998,"Waitemata",NA,"August",115,NA
1999,"Waitemata",NA,"August",91,NA
2000,"Waitemata",NA,"August",65,NA
2001,"Waitemata",NA,"August",125,NA
2002,"Waitemata",NA,"August",180,NA
2003,"Waitemata",NA,"August",155,NA
2004,"Waitemata",NA,"August",134,NA
2005,"Waitemata",NA,"August",142,NA
2006,"Waitemata",504700,"August",168,505380
2007,"Waitemata",511700,"August",114,512196
2008,"Waitemata",517400,"August",56,517884
2009,"Waitemata",523600,"August",71,524154
2010,"Waitemata",530700,"August",85,531343
2011,"Waitemata",538500,"August",59,539112
2012,"Waitemata",545400,"August",46,545967
2013,"Waitemata",552800,"August",60,553508
2014,"Waitemata",562600,"August",49,563552
1997,"Southern",NA,"August",25,NA
1998,"Southern",NA,"August",43,NA
1999,"Southern",NA,"August",26,NA
2000,"Southern",NA,"August",37,NA
2001,"Southern",NA,"August",28,NA
2002,"Southern",NA,"August",70,NA
2003,"Southern",NA,"August",46,NA
2004,"Southern",NA,"August",78,NA
2005,"Southern",NA,"August",77,NA
2006,"Southern",294600,"August",69,294689
2007,"Southern",295700,"August",29,295797
2008,"Southern",297000,"August",16,297125
2009,"Southern",298700,"August",15,298860
2010,"Southern",301000,"August",37,301249
2011,"Southern",303900,"August",37,304056
2012,"Southern",304900,"August",40,304965
2013,"Southern",306400,"August",35,306621
2014,"Southern",309900,"August",40,310243
1997,"Auckland",NA,"August",52,NA
1998,"Auckland",NA,"August",88,NA
1999,"Auckland",NA,"August",77,NA
2000,"Auckland",NA,"August",63,NA
2001,"Auckland",NA,"August",95,NA
2002,"Auckland",NA,"August",167,NA
2003,"Auckland",NA,"August",137,NA
2004,"Auckland",NA,"August",111,NA
2005,"Auckland",NA,"August",126,NA
2006,"Auckland",428300,"August",134,428668
2007,"Auckland",432200,"August",113,432494
2008,"Auckland",436000,"August",45,436381
2009,"Auckland",441000,"August",64,441408
2010,"Auckland",445900,"August",61,446362
2011,"Auckland",451700,"August",43,452138
2012,"Auckland",456000,"August",35,456282
2013,"Auckland",460500,"August",69,461141
2014,"Auckland",471900,"August",39,473172
1997,"Counties Manukau",NA,"August",44,NA
1998,"Counties Manukau",NA,"August",61,NA
1999,"Counties Manukau",NA,"August",33,NA
2000,"Counties Manukau",NA,"August",50,NA
2001,"Counties Manukau",NA,"August",71,NA
2002,"Counties Manukau",NA,"August",109,NA
2003,"Counties Manukau",NA,"August",106,NA
2004,"Counties Manukau",NA,"August",113,NA
2005,"Counties Manukau",NA,"August",101,NA
2006,"Counties Manukau",454800,"August",136,455422
2007,"Counties Manukau",461600,"August",88,462112
2008,"Counties Manukau",467400,"August",58,467859
2009,"Counties Manukau",472900,"August",40,473372
2010,"Counties Manukau",478900,"August",62,479438
2011,"Counties Manukau",485600,"August",30,486166
2012,"Counties Manukau",491500,"August",33,491833
2013,"Counties Manukau",496300,"August",48,497060
2014,"Counties Manukau",509200,"August",32,510418
1997,"Waikato",NA,"August",89,NA
1998,"Waikato",NA,"August",120,NA
1999,"Waikato",NA,"August",103,NA
2000,"Waikato",NA,"August",88,NA
2001,"Waikato",NA,"August",98,NA
2002,"Waikato",NA,"August",116,NA
2003,"Waikato",NA,"August",160,NA
2004,"Waikato",NA,"August",102,NA
2005,"Waikato",NA,"August",107,NA
2006,"Waikato",350200,"August",119,350516
2007,"Waikato",353800,"August",108,354092
2008,"Waikato",357500,"August",60,357844
2009,"Waikato",362000,"August",74,362398
2010,"Waikato",366800,"August",72,367196
2011,"Waikato",371300,"August",55,371637
2012,"Waikato",374800,"August",84,375037
2013,"Waikato",377900,"August",94,378258
2014,"Waikato",383500,"August",90,384058
1997,"Lakes",NA,"August",13,NA
1998,"Lakes",NA,"August",19,NA
1999,"Lakes",NA,"August",4,NA
2000,"Lakes",NA,"August",8,NA
2001,"Lakes",NA,"August",25,NA
2002,"Lakes",NA,"August",26,NA
2003,"Lakes",NA,"August",39,NA
2004,"Lakes",NA,"August",19,NA
2005,"Lakes",NA,"August",33,NA
2006,"Lakes",101500,"August",31,101483
2007,"Lakes",101400,"August",25,101402
2008,"Lakes",101500,"August",13,101512
2009,"Lakes",101800,"August",17,101853
2010,"Lakes",102600,"August",15,102659
2011,"Lakes",103100,"August",7,103128
2012,"Lakes",103300,"August",16,103296
2013,"Lakes",103200,"August",21,103206
2014,"Lakes",103600,"August",19,103667
1997,"Bay of Plenty",NA,"August",5,NA
1998,"Bay of Plenty",NA,"August",20,NA
1999,"Bay of Plenty",NA,"August",26,NA
2000,"Bay of Plenty",NA,"August",5,NA
2001,"Bay of Plenty",NA,"August",30,NA
2002,"Bay of Plenty",NA,"August",36,NA
2003,"Bay of Plenty",NA,"August",64,NA
2004,"Bay of Plenty",NA,"August",39,NA
2005,"Bay of Plenty",NA,"August",62,NA
2006,"Bay of Plenty",200800,"August",67,201071
2007,"Bay of Plenty",203600,"August",23,203799
2008,"Bay of Plenty",205900,"August",30,206097
2009,"Bay of Plenty",208400,"August",13,208616
2010,"Bay of Plenty",211000,"August",16,211217
2011,"Bay of Plenty",213200,"August",24,213306
2012,"Bay of Plenty",213900,"August",13,213952
2013,"Bay of Plenty",215000,"August",30,215145
2014,"Bay of Plenty",217400,"August",18,217671
1997,"Tairawhiti",NA,"August",7,NA
1998,"Tairawhiti",NA,"August",5,NA
1999,"Tairawhiti",NA,"August",7,NA
2000,"Tairawhiti",NA,"August",6,NA
2001,"Tairawhiti",NA,"August",3,NA
2002,"Tairawhiti",NA,"August",10,NA
2003,"Tairawhiti",NA,"August",10,NA
2004,"Tairawhiti",NA,"August",7,NA
2005,"Tairawhiti",NA,"August",20,NA
2006,"Tairawhiti",45900,"August",1,45899
2007,"Tairawhiti",45900,"August",0,45903
2008,"Tairawhiti",46000,"August",5,46016
2009,"Tairawhiti",46300,"August",3,46336
2010,"Tairawhiti",46700,"August",2,46718
2011,"Tairawhiti",46800,"August",5,46813
2012,"Tairawhiti",47000,"August",3,47008
2013,"Tairawhiti",47000,"August",11,47001
2014,"Tairawhiti",47100,"August",3,47117
1997,"Taranaki",NA,"August",10,NA
1998,"Taranaki",NA,"August",17,NA
1999,"Taranaki",NA,"August",23,NA
2000,"Taranaki",NA,"August",17,NA
2001,"Taranaki",NA,"August",34,NA
2002,"Taranaki",NA,"August",30,NA
2003,"Taranaki",NA,"August",44,NA
2004,"Taranaki",NA,"August",28,NA
2005,"Taranaki",NA,"August",59,NA
2006,"Taranaki",107400,"August",48,107410
2007,"Taranaki",107700,"August",33,107743
2008,"Taranaki",108400,"August",19,108478
2009,"Taranaki",109500,"August",34,109605
2010,"Taranaki",110800,"August",32,110908
2011,"Taranaki",112000,"August",23,112086
2012,"Taranaki",112900,"August",34,112968
2013,"Taranaki",113800,"August",33,113892
2014,"Taranaki",115000,"August",10,115097
1997,"Hawke's Bay",NA,"August",19,NA
1998,"Hawke's Bay",NA,"August",52,NA
1999,"Hawke's Bay",NA,"August",16,NA
2000,"Hawke's Bay",NA,"August",21,NA
2001,"Hawke's Bay",NA,"August",26,NA
2002,"Hawke's Bay",NA,"August",55,NA
2003,"Hawke's Bay",NA,"August",80,NA
2004,"Hawke's Bay",NA,"August",29,NA
2005,"Hawke's Bay",NA,"August",36,NA
2006,"Hawke's Bay",152600,"August",47,152688
2007,"Hawke's Bay",153400,"August",25,153450
2008,"Hawke's Bay",154000,"August",32,154056
2009,"Hawke's Bay",155000,"August",23,155132
2010,"Hawke's Bay",156800,"August",26,156929
2011,"Hawke's Bay",157800,"August",28,157833
2012,"Hawke's Bay",158000,"August",28,158021
2013,"Hawke's Bay",158500,"August",36,158563
2014,"Hawke's Bay",159400,"August",26,159487
2015,"Northland",168300,"August",27,168569
2015,"Waitemata",575600,"August",47,576850
2015,"Auckland",490000,"August",38,491784
2015,"Counties Manukau",521700,"August",32,522406
2015,"Waikato",390600,"August",76,391217
2015,"Lakes",104800,"August",20,104944
2015,"Bay of Plenty",221500,"August",16,221931
2015,"Tairawhiti",47400,"August",5,47436
2015,"Taranaki",115900,"August",23,115940
2015,"Hawke's Bay",160500,"August",21,160594
2015,"Whanganui",62600,"August",4,62675
2015,"MidCentral",172100,"August",10,172244
2015,"Hutt Valley",144000,"August",13,143995
2015,"Capital and Coast",301100,"August",35,301490
2015,"Wairarapa",43200,"August",7,43230
2015,"Nelson Marlborough",144800,"August",19,144991
2015,"West Coast",32700,"August",7,32703
2015,"Canterbury",526100,"August",54,527002
2015,"South Canterbury",58600,"August",9,58642
2015,"Southern",314000,"August",27,314319
1997,"Hawke's Bay",NA,"September",20,NA
1998,"Hawke's Bay",NA,"September",33,NA
1999,"Hawke's Bay",NA,"September",26,NA
2000,"Hawke's Bay",NA,"September",19,NA
2001,"Hawke's Bay",NA,"September",33,NA
2002,"Hawke's Bay",NA,"September",50,NA
2003,"Hawke's Bay",NA,"September",84,NA
2004,"Hawke's Bay",NA,"September",21,NA
2005,"Hawke's Bay",NA,"September",38,NA
2006,"Hawke's Bay",152600,"September",36,152771
2007,"Hawke's Bay",153400,"September",39,153500
2008,"Hawke's Bay",154000,"September",22,154115
2009,"Hawke's Bay",155000,"September",28,155273
2010,"Hawke's Bay",156800,"September",34,157050
2011,"Hawke's Bay",157800,"September",30,157860
2012,"Hawke's Bay",158000,"September",26,158047
2013,"Hawke's Bay",158500,"September",20,158628
2014,"Hawke's Bay",159400,"September",29,159575
2015,"Hawke's Bay",160500,"September",21,160689
1997,"Whanganui",NA,"September",11,NA
1998,"Whanganui",NA,"September",10,NA
1999,"Whanganui",NA,"September",3,NA
2000,"Whanganui",NA,"September",8,NA
